,cian_id,link,title,attributes,area,metro,remoteness,walk,address,price_full,price_per_meter,currency,description
86,225871889,https://www.cian.ru/sale/flat/225871889/,"2-комн. кв., 54,2 м², 12/12 этаж","2-комн. кв., 54,2 м², 12/12 этаж",54,,16 минут на транспорте,,"Москва, НАО (Новомосковский), Филимонковское поселение, улица Харлампиева, 50к3",5600000,103321,₽,"Москва, 5 км от Метро Филатов Луг. Построена новая вылетная дорога из комплекса к метро Филатов Луг. Предлагается двухкомнатная видовая квартира в собственности в Новой Москве, Московская прописка!  ЖК ""Спортивный квартал"". Дом кирпично- монолитный! Ключи! Быстрый выход на сделку!"
87,232925885,https://www.cian.ru/sale/flat/232925885/,"2-комн. кв., 54,1 м², 12/12 этаж","2-комн. кв., 54,1 м², 12/12 этаж",54,Филатов Луг,12 минут на транспорте,,"Москва, НАО (Новомосковский), м. Филатов Луг, Филимонковское поселение, улица Харлампиева, 48к2",5600000,103512,₽,"Продается просторная светлая 2 ком. квартира на 12-ом этаже. Сверху над квартирой технический этаж, что исключает протечек крыши.
 
Рядом детский сад, школа. корпус сдан, оформлена в собственность, продажа по ДКП. ЖК расположен в экологически чистом районе Москвы( в центре Новой Москвы), рядом река Незнайка,набережная которой будет облагораживаться для прогулок. Район расположен в самом тихом месте от шума летающих рядом самолетов аэр. Внуково. До ЖК планируют пустить скоростной трамвай от метро в 2023-2025г. Хорошая транспортная доступность: выезд на Киевское шоссе и Калужское. До Москвы по обоим шоссе 12 км. Ближайшее метро Саларьево и Филатов луг. До метро Саларьево 25 мин. на транспорте. До метро Филатов Луг 20 мин. на транспорте. В 3 кв. 2020 года будет запущена новая прямая дорого до м. Филатов Луг. Дорога до метро Филатов Луг займет 10 мин. на транспорте. 

Один взрослый собственник. Квартира оплачена перед застройщиком полностью, ни каких обременений. Возможен торг. Рассмотрим все предложения.

Оперативный показ, ключи на руках. Предложение актуально - звоните!
 
Для покупателей-клиентов компании Этажи содействие в получении положительного кредитного, ипотечного решения в 27 банках, со скидкой в 11 банках (консультация бесплатно); страхование со скидкой 25-30%; Юридическое сопровождение сделки; консультации; безопасный расчёт; финансовая письменная гарантия до 10млн.р., в т.ч. до 1м.р. по выплаченным % по ипотеке. . Номер в базе: 4132984."
88,224173139,https://www.cian.ru/sale/flat/224173139/,"2-комн. кв., 50 м², 6/12 этаж","2-комн. кв., 50 м², 6/12 этаж",50,Саларьево,10 минут на транспорте,,"Москва, НАО (Новомосковский), м. Саларьево, Филимонковское поселение, улица Харлампиева, 52к1",5650000,113000,₽,"Лот:53088 БЕСТ-Недвижимость на Баррикадной, Агент Ирина СОБСТВЕННОСТЬ ПОЛУЧЕНА. Продам просторную 2-х квартиру (50м)2 на 6 этаже нового 12 этажного нового дома в  ЖК ""Спортивный квартал"" (Москва, п. Марьино, ул. Харлампиева, 52, корпус 1, этаж 6).  Центр Новой Москвы.  Ближайшее метро Саларьево и Филатов луг. 10 мин. Свободная продажа. Идеально для ипотеки. Комфортно, уютно, бюджетно. Рекомендую."
89,223281287,https://www.cian.ru/sale/flat/223281287/,"2-комн. кв., 46,2 м², 2/12 этаж","2-комн. кв., 46,2 м², 2/12 этаж",46,,20 минут пешком,True,"Москва, НАО (Новомосковский), Марушкинское поселение, д. Марушкино, 12",5700000,123377,₽,"Продается Двух комнатная квартира в деревне Марушкино новый Москве,дом построен 1982 году, квартира располагается на втором этаже двенадцати этажного дома, квартира в пригодном состояние для жилья, на данный момент там проживают арендаторы.В самом районе есть школа, сад и прекрасный парк где приятно проводить время не только с детьми и взрослым тоже. Один взрослый собственник полная стоимость в ДКП. помощь в одобрение ипотеке.По всем остальным вопросам готова ответить по телефону."
90,227883401,https://www.cian.ru/sale/flat/227883401/,"2-комн. кв., 49,3 м², 5/9 этаж","2-комн. кв., 49,3 м², 5/9 этаж",49,Ховрино,30 минут на транспорте,,"Москва, ЗелАО, р-н Савёлки, м. Ховрино, Зеленоград, мкр. 3-й, к360",5750000,116633,₽,"Есть шанс! Купить 2- комнатную уютную квартиру! В центре Зеленограда, рядом  с парком Победы,  ДК ""Зеленоград"", напротив остановки!Изолированные жилые комнаты.6-метровая лоджия, застеклена стеклопакетами.  Ванная комната и туалет  отдельно.Квартира жилая, ремонт нужен.Дом после капитального ремонта, заменены трубы коммуникаций. Поставлены счетчики воды. Чистый, ухоженный подъезд. Грузовой и пассажирский лифты. Во дворе есть спортивная и игровая площадки. Парковка во дворе по заполнению. Район очень развитый. Рядом Префектура ЗелАО, МИЭТ, школа, детский сад, супермаркеты, Сбербанк, Бизнес Центр. Супермаркет прямо в доме и еще два через дорогу. Дендропарк для прогулок и Большой городской пруд для отдыха.Владеет один  собственник, более  5 лет, прописанных нет. Квартира свободная от проживания, документы готовы к продаже.Помогаем в одобрении ипотеки по сниженной ставке в лучших банках Москвы и Московской области Преимущество - получаете квартиру в центре Зеленограда по прекрасной цене и с Московской пропиской, а  внутреннюю отделку оформляете по своему вкусу. Создайте свой уют, в котором поселится счастье и радость, комфорт и благополучие для Вас и Ваших близких! Код объекта:  14505."
91,234059355,https://www.cian.ru/sale/flat/234059355/,"2-комн. кв., 49 м², 4/9 этаж","2-комн. кв., 49 м², 4/9 этаж",49,Речной вокзал,30 минут на транспорте,,"Москва, ЗелАО, р-н Савёлки, м. Речной вокзал, Зеленоград, мкр. 3-й, к360",5800000,118367,₽,"Арт. 31573516 Продаётся!!! 2 комнатная квартира. Общая площадь 49 кв.м площадь комнат 18.9+9.9 кв.м. Есть 1 лоджия и раздельный санузел. Квартира расположена на 4 этаже 9 этажного  дома. В доме есть магазин пятерочка, кафе, пиццерия, спортивные залы, сбербанк. Большое количество детских площадок, детские сады и школы в шаговой доступности. В 5 минутах от дома расположен Культурный центр Зеленограда где вечером можно прогуляться в подсвеченным дорожкам парка и полюбоваться видами нашего города. Поплавать на лодке или катамаране летом. Зимой поездить на ватрушках.  В квартире сделан косметический ремонт и в доме сделан КАП ремонт. Центральное отопление. Горячая вода из центрального водоснабжения, есть обычная ванна. Недалеко в 7 минутах хотьбы расположена остановка 400Э до Ховрино 25 минут. Свободная продажа."
92,233577899,https://www.cian.ru/sale/flat/233577899/,"2-комн. кв., 54 м², 7/12 этаж","2-комн. кв., 54 м², 7/12 этаж",54,Саларьево,15 минут на транспорте,,"Москва, НАО (Новомосковский), м. Саларьево, Филимонковское поселение, улица Харлампиева, 48к2",5800000,107407,₽,"Предлагается к продаже просторная 2 х комнатная квартира. Московская прописка. Собственность оформлена. Квартира без ремонта. Можно договориться сделать ремонт. Балкон есть, застеклен. Красивый вид из окна. Дом монолитно-кирпичный, новый 2019 года постройки. Отличная инфраструктура, все пешком: детский сады, общеобразовательная школа, сетевые супермаркеты и др. магазины, банки, аптеки, салоны красоты, Городская больница взрослая и детская, также строится ледовый дворец с закрытыми и открытыми полями, теннисный корт, уличные тренажеры, бассейн, школа олимпийского резерва, куда в первую очередь принимют детей по прописке. В 3-5 мин ходьбы находится лесная зона, река Незнайка. Автобусная остановка в минуте от дома, общественным транспортом до МКАД 12 км по Калужскому ш. и по Киевскому ш. - ок 8 км, можно доехать до метро Саларьево, Тропарево, Юго-Западная и Теплый Стан, Коммунарка. Скоро откроется прямая дорога к м. Филатов луг (время до м. сократится до 5-7 мин на транспорте). Торг. Звоните, отвечу на все вопросы.
 Доп. описание: санузел совмещенный, пластиковые окна, в доме есть: детская площадка, открытый двор, наземный паркинг, лифт пассажирский, лифт грузовой, требует ремонта/частичный ремонт, также имеются: телефон, интернет, кабельное телевидение, счетчики холодной и горячей воды, домофон, ,  . Номер в базе: 4308381."
93,235596149,https://www.cian.ru/sale/flat/235596149/,"2-комн. кв., 45 м², 3/7 этаж","2-комн. кв., 45 м², 3/7 этаж",45,Рассказовка,21 минута на транспорте,,"Москва, НАО (Новомосковский), м. Рассказовка, Марушкинское поселение, д. Крекшино, Баркли Медовая Долина ЖК, к5",5870000,130444,₽,"Продается по переуступке отличная 2-х комнатная квартира в новой Москве в современном жилом комплексе ""Баркли Медовая долина"" 

О квартире.
Срок сдачи сентябрь 2020 года. 
Квартира типа Евро-двушка. Московская прописка. Болшая комната и кухня-гостиная ствозможностью разделения на кухню и комнату. Отделки нет, но стены все возведены
До станции Санино 5-7 минут ходьбы. 
Достаточно парковочных мест
На территории возводится детский сад. Также после сдачи домов, планируется возведение ТЦ. 

Бонус!!!
Предоставим преференции по ипотеке до 0,7% от ставок в банке. Обеспечиваем финансовую гарантию на приобретаемую квартиру в размере 10 млн. рублей.

Звоните, отвечу на все вопросы, организую оперативный показ. . Номер в базе: 4383037."
94,233659879,https://www.cian.ru/sale/flat/233659879/,"2-комн. кв., 41 м², 5/12 этаж","2-комн. кв., 41 м², 5/12 этаж",41,Красный Строитель,7 минут на транспорте,,"Москва, ЮАО, р-н Бирюлево Западное, м. Красный Строитель, Востряковский проезд, 17К3",5990000,146098,₽,"Лот  57955 Продается двухкомнатная квартира в хорошем состоянии. Рядом сад, школа, магазины. Возможна ипотека."
95,234180589,https://www.cian.ru/sale/flat/234180589/,"2-комн. кв., 49 м², 5/9 этаж","2-комн. кв., 49 м², 5/9 этаж",49,Ховрино,30 минут на транспорте,,"Москва, ЗелАО, р-н Савёлки, м. Ховрино, Зеленоград, мкр. 3-й, к360",5950000,121429,₽,"Арт. 25786339 Свободная продажа! 1 взрослый собственник. Полная стоимость в ДКП. 2-х комнатная квартира в центре Зеленограда. Большая застекленная лоджия (6кв.м) выходит на обе комнаты.  Общая площадь 49 кв.м, площадь комнат 20+10 кв.м.  Планировка изолированная. Квартира расположена на 5 этаже 9 этажного  дома. Сделан косметический ремонт. Торг возможен с реальным покупателем. Проверено Миэль! Выдается Правовой Сертификат. Транспортная доступность до метро Ховрино 25 минут. Пешая доступность до школы, детского сада, МИЭТ,  супермаркетов, Парк Победы, дом Культуры Зеленоград рядом с домом."
96,233351228,https://www.cian.ru/sale/flat/233351228/,"2-комн. кв., 41 м², 2/14 этаж","2-комн. кв., 41 м², 2/14 этаж",41,,16 минут на транспорте,,"Москва, НАО (Новомосковский), Филимонковское поселение, д. Марьино, 22",5900000,143902,₽,"Продаётся очень уютная, комфортабельная квартира. Ремонт делали для себя. В квартире две комнаты, одна из которых спальня, отдельно от комнаты. Огромная лоджия во всю квартиру. Окна выходят на лес. Один взрослый собственник более 5 лет. Альтернатива действительно подобрана. Оперативный выход на сделку."
97,228225008,https://www.cian.ru/sale/flat/228225008/,"2-комн. кв., 50 м², 6/14 этаж","2-комн. кв., 50 м², 6/14 этаж",50,,10 минут на транспорте,,"Москва, ЗелАО, р-н Матушкино, Зеленоград, мкр. 1-й, к166",5900000,118000,₽,"Продается хорошая двухкомнатная квартира в Зеленограде в 1 районе старого города в корпусе 166 на 6 этаже. Комнаты смежные, санузел совмещен. В квартире большая застекленная лоджия, кладовая, окна на лесопарковую зону. Рядом прекрасная инфраструктура (детский садик, школа, спортивный комплекс, магазины, пруд, каток и стадион). Городские автобусы в шаговой доступности. 1 собственник с 1995г."
98,225703110,https://www.cian.ru/sale/flat/225703110/,"2-комн. кв., 54 м², 8/12 этаж","2-комн. кв., 54 м², 8/12 этаж",54,Теплый Стан,7 минут на транспорте,,"Москва, НАО (Новомосковский), м. Теплый Стан, Филимонковское поселение, улица Харлампиева, 50к1",6000000,111111,₽,"Лот:61890 БЕСТ-Недвижимость на Баррикадной, Агент Лариса Москва. Собственность. 1 собственник. Никто не прописан. Предлагается 2-х комнатная квартира без отделки в новом ЖК Спортивный квартал. Живописное место: лес. река Незнайка. До Москвы 12км. по Калужскому или Киевскому шоссе. Рядом строится легкая ветка метро. Сейчас до метро Саларьево и Теплый стан 20 мин. транспортом. До метро Филатов луг 7 мин на машине. Автобусы до метро ходят с периодичностью 10-15 мин. Территория благоустроена: спортивные тренажеры, детские комплексы,, зона барбекю. Детская и взрослая поликлиники, школа и детский сад - 600 метров. магазины. банк. кафе. храм. Много места для парковки автомобилей. Ждем ваших предложений дорогие покупатели."
99,234749965,https://www.cian.ru/sale/flat/234749965/,"2-комн. кв., 47,8 м², 6/8 этаж","2-комн. кв., 47,8 м², 6/8 этаж",47,Ховрино,29 минут на транспорте,,"Москва, ЗелАО, р-н Савёлки, м. Ховрино, Зеленоград, мкр. 3-й, к360",6000000,125523,₽,"Продается двухкомнатная квартира в центре города Зеленограда.
Один собственник. Состояние жилое, но желателен ремонт. Изолированные жилые комнаты, раздельный санузел. 6-метровая лоджия, застеклена стеклопакетами. Дом после капитального ремонта, заменены трубы в стояке на пластиковые, а также батареи и подводка к ним в комнатах. Грузовой и пассажирский лифты. Рядом магазины, школа, детский сад, городской парк с большим озером, недалеко остановка автобуса 400 до г. Москвы м. Ховрино или м. Речной вокзал, всего 25 мин. и вы в Москве (идет по платной Ленинградке без пробок). 
Менее 3 лет в собственности . Номер в базе: 4340864."
100,227795182,https://www.cian.ru/sale/flat/227795182/,"2-комн. кв., 44,8 м², 4/12 этаж","2-комн. кв., 44,8 м², 4/12 этаж",44,,,,"Москва, ТАО (Троицкий), Троицк, улица Центральная, 30",6000000,133929,₽,"Продается двухкомнатная квартира в центральной части Троицка. Квартира  очень светлая и теплая.  Квартира требует ремонта.  Санузел раздельный. Дом расположен в зеленом районе и самом центре Наукограда Троицк. Все важные социально-значимые объекты: гимназии, школы, детский сад, магазины и банки, находятся в пешей доступности. Удобная транспортная доступность позволяет быстро добраться до всех главных транспортных магистралей и г. Москвы. один взрослый собственник. Торг."
101,232368069,https://www.cian.ru/sale/flat/232368069/,"2-комн. кв., 43 м², 7/9 этаж","2-комн. кв., 43 м², 7/9 этаж",43,,18 минут пешком,True,"Москва, ЗелАО, р-н Старое Крюково, Зеленоград, мкр. 8-й, к802",6100000,141860,₽,"Отличная возможность для молодой семьи: иметь московскую прописку и жить в самом экологичном районе Москвы! 43 кв.м. дадут вам возможность реализовать ваши фантазии. Комфортные изолированные комнаты 17 кв.м. и 10 кв.м. позволят уютно разместиться вашей семье. Кухня 6 кв.м встретит вас своим теплом. Санузел раздельный. Просторный балкон - отличная возможность сделать зимний сад. Район с очень развитой инфраструктурой: все в шаговой доступности и школы и детские сады, магазины продуктовые и Торговые центры, салоны красоты, фитнес, МФЦ, Банки. Лесопарковая зона  круглогодичное место для спокойных прогулок и активного отдыха. 
Транспортная доступность: 10 мин. пешком до ст. Крюково (МЦД), автобусы до м. Ховрино, м.Пятницкое шоссе, м. Митино, м.Сходненская, м. Тушинская.
Один взрослый собственник, свободная продажа. Полная собственность в ДКП. В собственности больше 5 лет. 
Любые виды кредитования: субсидии, материнский капитал, военную ипотеку. 
Летний зной не помешает вашему просмотру, ждем ваших звонков."
102,226288832,https://www.cian.ru/sale/flat/226288832/,"2-комн. кв., 55,3 м², 3/12 этаж","2-комн. кв., 55,3 м², 3/12 этаж",55,Саларьево,20 минут на транспорте,,"Москва, НАО (Новомосковский), м. Саларьево, Филимонковское поселение, улица Харлампиева, 48к1",6150000,111212,₽,"Свобдная продажа. Двухкомнатная квартира без отделки на 3 этаже 12-ти этажного дома. Удобная планировка. Экологически чистый район, Московская регистрация. Инфр-ра района формируется. Есть все для жизни: детсад, школа, магазины. Документы готовы к сделке, ипотека возможна."
103,234284872,https://www.cian.ru/sale/flat/234284872/,"2-комн. кв., 43 м², 2/9 этаж","2-комн. кв., 43 м², 2/9 этаж",43,Красный Строитель,11 минут на транспорте,,"Москва, ЮАО, р-н Бирюлево Западное, м. Красный Строитель, Булатниковская улица, 5К6",6250000,145349,₽,"Лот  58016 Продается квартира в жилом состоянии с изолированными комнатами, раздельным санузлом и большой лоджией. Окна выходят в зеленый двор с детской площадкой. Рядом с домом расположены детский сад, школа, магазины Магнит и Пятерочка. Остановка общественного транспорта до метро или МЦД - в пешей доступности. Собственность более 5 лет, один владелец. Альтернативная продажа."
104,235535690,https://www.cian.ru/sale/flat/235535690/,"2-комн. кв., 44 м², 8/9 этаж","2-комн. кв., 44 м², 8/9 этаж",44,Теплый Стан,15 минут на транспорте,,"Москва, ТАО (Троицкий), м. Теплый Стан, Троицк, В мкр, 8",6200000,140909,₽,"Арт. 29660587 Лучшее предложение по цене и качеству. Продаётся 2 комнатная квартира в кирпичном доме. В шаговой доступности находится лес, школа с бассейном, детский сад ""Успех"", магазины ""Пятерочка"" и ""Дикси"", горнолыжная база, большая парковка. Удобная транспортная доступность, выезд на Калужское и Киевское шоссе. ДКП 2008г., Никто не прописан. Документы готовы к сделке. Свободная продажа."
105,233973186,https://www.cian.ru/sale/flat/233973186/,"2-комн. кв., 52,4 м², 5/9 этаж","2-комн. кв., 52,4 м², 5/9 этаж",52,,14 минут на транспорте,,"Москва, ТАО (Троицкий), Щаповское поселение, пос. Щапово, 59",6250000,119275,₽,"Продается 2х комнатная квартира в Новой Москве с дизайнерским ремонтом. Светлые, изолированные комнаты с просторной кухней, большая кладовая. В шаговой доступности школа, поликлиника, почта, банк, магазины, остановки. Рядом парк с озером и зоной отдыха. Удобная транспортная доступность на Москву, Подольск. Выезд на Калужское и Варшавское шоссе. 40 минут до метро Теплый стан. Один взрослый собственник. Оперативный показ, альтернатива подобрана."
106,234154624,https://www.cian.ru/sale/flat/234154624/,"2-комн. кв., 45 м², 4/9 этаж","2-комн. кв., 45 м², 4/9 этаж",45,Ховрино,32 минуты на транспорте,,"Москва, ЗелАО, р-н Старое Крюково, м. Ховрино, Зеленоград, мкр. 9-й, к904",6300000,140000,₽,"Продаётся двухкомнатная квартира в зеленом и тихом районе города. Отличный пейзажный вид на городской лесопарк. Капитальный ремонт дома был сделан в 2019 году. Фасады и подъезды свежие и красивые. Развитая инфраструктура: Прямо под окном располагается детский сад и лесопарк для приятных прогулок с выходом на пляж! Буквально в двух шагах школа, футбольное поле и спорт площадки. В доме продуктовый магазин, в пешей доступности - поликлиника 5, супермаркеты, ТРЦ Иридиум, Крюковский рынок. 
Отличная транспортная доступность: до ж/д станции Крюково всего 14 мин пешком / удобный выезд на Ленинградское шоссе. Дом расположен рядом с основными транспортными артериями Зеленограда - Панфиловский проспект и Солнечная Аллея, что позволит свободно добираться до любой точки города на общественном транспорте.
Доброжелательный собственник, быстрый выход на сделку. Помощь в получении ипотеки и специальные условия для своих клиентов. Ждем вашего звонка и с удовольствием покажем квартиру! Квартира продается под ремонт, новые пластиковые окна, коммуникации, телефония.
  . Номер в базе: 4330455."
107,229351382,https://www.cian.ru/sale/flat/229351382/,"2-комн. кв., 45,3 м², 5/9 этаж","2-комн. кв., 45,3 м², 5/9 этаж",45,Ховрино,20 минут на транспорте,,"Москва, ЗелАО, р-н Старое Крюково, м. Ховрино, Зеленоград, мкр. 8-й, к811",6300000,139073,₽,"Арт. 29753799 Дом во дворе, 7 мин. пеш. до ж/д ст. Крюково. Московская прописка. Свободная продажа!
Двухкомнатная квартира с изолированными комнатами, просторная  лоджия(застекленная), раздельный санузел. Плита электрическая. Квартира теплая, комнаты хорошей, правильной формы. Благоустроенный район с развитой инфраструктурой, супермаркет Пятерочка, школа, дет. садик, поликлиника, спортивный комплекс, бассейн, большой зеленый массив для прогулок и занятий спортом. Удобное транспортное сообщение с Москвой ( 7 мин. пешком до ст. Крюково, автобусы до м. Ховрино, м. Пятницкое шоссе, м. Митино, м. Сходненская, м. Тушинская).
Один собственник, никто не прописан, свободная продажа. В собственности больше 10 лет.
Подходит под ипотеку, субсидии, материнский капитал, военную ипотеку. 
Оперативный показ в удобное для вас время.
Помощь в одобрении ипотеки на льготных условиях, в ведущих банках Москвы, в том числе в ВТБ."
108,224155052,https://www.cian.ru/sale/flat/224155052/,"2-комн. кв., 47 м², 6/9 этаж","2-комн. кв., 47 м², 6/9 этаж",47,Пятницкое шоссе,40 минут на транспорте,,"Москва, ЗелАО, р-н Старое Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 8-й, к813",6300000,134043,₽,"СВОБОДНАЯ продажа. 20 км. от МКАД, Ленинградское ш. или Пятницкое ш.,г. Зеленоград, корп. 813. Продается  2-комн. квартира 6/9П, 47/31/6, комнаты изолированные,  с/у разд., балкон застекл., среднее состояние. Благоустроенный район с развитой инфр-рой, удобное транспортное сообщение с Москвой ( 7 мин. пешком  до ст. Крюково, автобусы до м. Ховрино, м. Пятницкое шоссе, м. Митино, м. Сходненская, м. Тушинская). В собственности более 5-ти лет ( наследство по закону), три взрослых собственника, ипотека.  Лот: 21756106"
109,233574570,https://www.cian.ru/sale/flat/233574570/,"2-комн. кв., 45 м², 3/9 этаж","2-комн. кв., 45 м², 3/9 этаж",45,,16 минут пешком,True,"Москва, ЗелАО, р-н Старое Крюково, Зеленоград, мкр. 9-й, к904",6300000,140000,₽,"2-комнатная квартира в тихом месте, у лесопарка, и в 10 минутах пешей доступности от станции Крюково. Дом утеплён, стеклопакеты, заменены приборы отопления, стояки. Школы, дет.сады, магазины, детская и взрослая поликлиники, Дом Творчества. Рядом Школьное озеро с пляжной зоной и ФОК с бассейном. Замечательные соседи. Серия II-49"
110,235496211,https://www.cian.ru/sale/flat/235496211/,"2-комн. кв., 45 м², 2/12 этаж","2-комн. кв., 45 м², 2/12 этаж",45,Битца,8 минут на транспорте,,"Москва, ЮАО, р-н Бирюлево Западное, м. Битца, Востряковский проезд, 17К1",6300000,140000,₽,"ПРОДАЕТСЯ 2-Х КОМНАТНАЯ КВАРТИРА. без ремонта. без мебели, но по цене ниже рыночной. Развитая инфраструктура в пешей доступности детские сады, школы, детские и спортивные площадки, магазины, поликлиника, МФЦ. Район Бирюлёво Западное. Ближайшее метро Пражская 10 мин. транспортом. МЦД 2 станция Покровская 8 мин. транс. и станция Бирюлёво Пасс. 10 мин. пешком. ! собственник. Квартира готова к любому виду сделки. Помогаем в получении льготной ипотеки."
111,235264831,https://www.cian.ru/sale/flat/235264831/,"2-комн. кв., 40 м², 17/20 этаж","2-комн. кв., 40 м², 17/20 этаж",40,Митино,30 минут на транспорте,,"Москва, ЗелАО, р-н Крюково, м. Митино, Зеленоград, мкр. 17-й, проспект Георгиевский, 37к1",6300000,157500,₽,"Уникальное предложение !  ЖК комплекс с паркингом и детскими площадками, полностью застроен и заселён на 95 %. Развитая инфраструктура (школы, детские сады, магазины, фитнес центр с бассейном, лесопарк для прогулок. Удобное Транспортное сообщение .Квартира в собственности, комнаты на две стороны, кухня с выходом на балкон.Прямая продажа, юридически свободна.Быстрый выход на сделку. Звоните уважаемые коллеги и клиенты."
112,235661022,https://www.cian.ru/sale/flat/235661022/,"2-комн. кв., 45 м², 2/12 этаж","2-комн. кв., 45 м², 2/12 этаж",45,Царицыно,10 минут на транспорте,,"Москва, ЮАО, р-н Бирюлево Западное, м. Царицыно, Востряковский проезд, 1К1",6350000,141111,₽,"Продается двухкомнатная квартира в среднем состоянии. Два взрослых собственника,быстрый выход на сделку( альтернатива подобрана). В договоре- полная стоимость.
Тихий зелёный район,остановка рядом с домом. Вся инфраструктура рядом.
Оперативные показы, торг при осмотре. Инна."
113,198507789,https://www.cian.ru/sale/flat/198507789/,"2-комн. кв., 48 м², 2/10 этаж","2-комн. кв., 48 м², 2/10 этаж",48,,16 минут пешком,True,"Москва, НАО (Новомосковский), Щербинка, улица Рабочая, 9",6350000,132292,₽,"Московская прописка. Удобное транспортное сообщение. Рядом с домом автобусная обстановка, до ж/д ст. Щербинка 5-7 мин. пешком. Квартира в хорошем состоянии, все трубы и сантехника новые, комнаты изолированные, на окнах стеклопакеты, большая лоджия застеклена, хорошее состояние подъезда. Рядом с домом магазин ""Магнит"", 2 д/сада и 2 школы. Оперативный показ. Помощь в одобрении ипотеки."
114,227849439,https://www.cian.ru/sale/flat/227849439/,"2-комн. кв., 45,8 м², 12/12 этаж","2-комн. кв., 45,8 м², 12/12 этаж",45,Покровское,9 минут на транспорте,,"Москва, ЮАО, р-н Бирюлево Восточное, м. Покровское, Касимовская улица, 17",6400000,139738,₽,"Москва, ул. Касимовская, д.17. 12/12 этаж, панель. Один  взрослый собственник, свободная продажа, полная стоимость в дкп. Документы основания 2012 года. Трубы в стояках поменяны.  Окна во двор. Светлая уютная квартира. Общая площадь 45,8 кв м. Рядом электричка ст. Бирюлюво Товарная. до м. Царицыно, Пражская 10 мин на маршрутке. Школа и дет сад рядом с домом. Вокруг много магазинов. В шаговой доступности Бирюлёвский дендропарк, переходящий в парк Царицыно. При ипотеке от Сбербанка , скидка на ипотечную ставку -0.3%, ипотека без отчёта об оценке!"
115,235572021,https://www.cian.ru/sale/flat/235572021/,"2-комн. кв., 41,5 м², 4/7 этаж","2-комн. кв., 41,5 м², 4/7 этаж",41,,6 минут на транспорте,,"Москва, НАО (Новомосковский), Марушкинское поселение, улица Медовая Долина, 7к1",6400000,154217,₽,"Продается квартира 41,5 кв.  на 4/7 этажного монолитного   дома, с Московской пропиской,  по адресу: г. Москва, пос. Марушкинское, ул. Медовая Долина, д.7 ,к.1. В квартире кухня гостиная 18 кв. м, комната 9 кв.м. В квартире сделан ремонт. Соседи живут. В подъезде 2 лифта, комната для колясок и велосипедов. До ж/д станции 10 минут пешком , электричка до Киевского вокзала 40 минут. Удобные выезды на Боровское, Минское, Киевское шоссе. До метро Рассказовка 15 минут транспортом. Скоро открытие станции МЦД. 
Цена 6 400 000 рублей"
116,212130985,https://www.cian.ru/sale/flat/212130985/,"2-комн. кв., 75,6 м², 5/9 этаж","2-комн. кв., 75,6 м², 5/9 этаж",75,Рассказовка,30 минут на транспорте,,"Москва, ТАО (Троицкий), м. Рассказовка, Первомайское поселение, д. Ивановское, улица Семена Гордого, 8",6400000,84656,₽,"Продается просторная 2-комнатная квартира 75.6/39.1/12.6, с/у раздельный, комнаты изолированные, лоджия 6,5 кв.м, большая гардеробная. Квартира без отделки. Установлены стеклопакеты. Стены возведены, все не несущие - при желании можно сделать перепланировку. Разводка электричества до щитка. Окна - одно выходит во двор, два - на школу и таунхаусы. Собственность получена. Ключи на руках. Свободная продажа."
117,234824668,https://www.cian.ru/sale/flat/234824668/,"2-комн. кв., 60 м², 4/14 этаж","2-комн. кв., 60 м², 4/14 этаж",60,Некрасовка,5 минут на транспорте,,"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, улица Маршала Еременко, 5к4",6450000,107500,₽,"Не аукцион ! Квартира в собственности физлица. 
Распашонка, окна на разные стороны. 
Без балкона. Кухня 12,6 метров. Увеличенные окна. Муниципальный ремонт. Один собственник. Свободная продажа, без обременений. Полная стоимость в договоре."
118,234456227,https://www.cian.ru/sale/flat/234456227/,"2-комн. кв., 58 м², 5/14 этаж","2-комн. кв., 58 м², 5/14 этаж",58,Некрасовка,5 минут на транспорте,,"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, улица Маршала Еременко, 5к3",6400000,110345,₽,"Прописка Моcква! ЖK Hекpасовка-2. Просторная, светлая квартира-РАСПАШОНКА в новом доме комфорт-класса с высоким коэффициентом энергоэффективности, с отличной отделкой от застройщика, готова к заселению. Интересная планировка, 2 санузла, кухня 9 кв.м., большие комнаты 18 и 17 кв.м. с панорамным остеклением. В шаговой доступности сад, школа. Мeтpo Некрacoвкa пeшкoм 15 минут. Благоустроенный двор, много детских и спортивных площадок. Прописанных НЕТ. СВОБОДНАЯ продажа. Один взрослый собственник. ИПОТЕКА и ОПЕКА без проблем."
