,cian_id,link,title,attributes,area,metro,remoteness,walk,address,price_full,price_per_meter,currency,description
0,233719393,https://www.cian.ru/sale/flat/233719393/,"Москва,  два с/у, Кухня 14м2.","2-комн. кв., 60 м², 14/17 этаж",60,Некрасовка,5 минут на транспорте,,"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, улица Маршала Еременко, 5к1",6650000,110833,₽,"Квартира в Москве, прописка Московская , новый дом , планировка распашная ( на разный стороны дома), большая кухня 14 м2 , два сан/узла. Собственность оформлена, свободна юридически и ф... Подробнее"
1,234436215,https://www.cian.ru/sale/flat/234436215/,Большой выбор. Низкие цены.,"2-комн. кв., 57 м², 6/17 этаж",57,Некрасовка,15 минут пешком,True,"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, улица Маршала Еременко, 5к4",6490000,113860,₽,"2-к.кв. 57 м2, г.Москва, Некрасовка, ул. Маршала Еременко, д.5, корп.4.  Московская прописка. Новый дом с высокой энергоэффективностью, просторный подъезд. Этаж 6 из 17. Общая площадь с... Подробнее"
2,233867070,https://www.cian.ru/sale/flat/233867070/,"2-комн. кв., 60 м², 5/14 этаж","2-комн. кв., 60 м², 5/14 этаж",60,Некрасовка,5 минут на транспорте,,"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, улица Маршала Еременко, 5к3",6550000,109167,₽,"2-к.кв. 60 м2, г.Москва, Некрасовка, ул. Маршала Еременко, д.5, корп.3, Новый дом с высокой энергоэффективностью, просторный подъезд. Этаж 5 из 14. Общая площадь с лоджией 60м2, без лод... Подробнее"
3,234630431,https://www.cian.ru/sale/flat/234630431/,Распашная с лоджией. Ключи сразу.,"2-комн. кв., 58,3 м², 7/17 этаж",58,Некрасовка,5 минут на транспорте,,"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, улица Маршала Еременко, 5к4",6447000,110583,₽,"2х-комнатная квартира в Москве с ремонтом в новом доме. Распашонка, окна на 2 стороны. Лоджия из кухни. Можно сразу заезжать жить.  Прописка Москва.  Свободная продажа. Не аукцион, напр... Подробнее"
4,234326212,https://www.cian.ru/sale/flat/234326212/,Распашная со светлой кухней 13м,"2-комн. кв., 58,1 м², 4/17 этаж",58,Некрасовка,20 минут пешком,True,"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, улица Маршала Еременко, 5к4",6750000,116179,₽,"Оптимальная по планировке распашная двушка в красивом новом доме: просторная кухня 13м с большим окном и хорошим светом, расположение по середине дома (не торцевая), комнаты по 17м на о... Подробнее"
5,227366661,https://www.cian.ru/sale/flat/227366661/,Новостройка с ключами,"2-комн. кв., 52 м², 4/17 этаж",52,Некрасовка,10 минут пешком,True,"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, улица Лавриненко, 13к1",6600000,126923,₽,"Продаю 2-х комн. квартиру в сданном доме в г. Москва, ЮВАО, р-н Некрасовка, ул. Лавриненко, Дом 13к1. На 4/17эт.,П-44Т. Общая площадь 52кв.м, кухня 10 кв.м, комнаты изолированные 19 и 1... Подробнее"
6,235442700,https://www.cian.ru/sale/flat/235442700/,Цена ниже рынка! Эксклюзив,"2-комн. кв., 50 м², 15/23 этаж",50,Рассказовка,,,"Москва, НАО (Новомосковский), м. Рассказовка, Внуковское поселение, улица Корнея Чуковского, 2Ас1",6700000,134000,₽,"Продается квартиру в 2 минутах от метро Рассказовка, квартира свободной планировки, несущие стены только по периметру. Планировка евродвушка с кухней-гостиной и изолированной спальней и... Подробнее"
7,235366716,https://www.cian.ru/sale/flat/235366716/,"2-комн. кв., 50,4 м², 2/14 этаж","2-комн. кв., 50,4 м², 2/14 этаж",50,,4 минуты на транспорте,,"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 14-й, к1420",6299000,124980,₽,"Свободная продажа. Первичные документы-приватизация 1993 г. Никто не прописан. Два взрослых собственника. Дом 1990 года, серия П-46. Отличный вариант для жизни или сдачи в аренду. Удобн... Подробнее"
8,224003439,https://www.cian.ru/sale/flat/224003439/,м.Павелецкая/Пражская 15/20 мин,"2-комн. кв., 43 м², 6/12 этаж",43,Пражская,10 минут на транспорте,,"Москва, ЮАО, р-н Бирюлево Западное, м. Пражская, Булатниковский проезд, 6к1",6490000,150930,₽,"Читайте внимательно описание ПОЖАЛУЙСТА!!!  Квартира с лоджией,  очень уютная, комнаты изолированы, вид  на сквер, летом приятная свежесть и нет дорог (выхлопа) и шоссе под окнами, экол... Подробнее"
9,234309277,https://www.cian.ru/sale/flat/234309277/,Московская прописка. Свободная.,"2-комн. кв., 53,9 м², 13/14 этаж",53,Лухмановская,20 минут пешком,True,"Москва, ЮВАО, р-н Некрасовка, м. Лухмановская, улица Маршала Еременко, 5к5",6400000,118738,₽,"Продается 2 ком.кв. , в новом Жилом комплексе В Некрасовке-2. (к5 кв144). В 15 минутах от метро-Некрасовка. Квартира на 6 этаже, хорошие видовые характеристики, светлая и уютная. С хоро... Подробнее"
10,234308113,https://www.cian.ru/sale/flat/234308113/,2 ком. кв. с большой кухней,"2-комн. кв., 58,8 м², 10/14 этаж",58,Некрасовка,15 минут пешком,True,"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, улица Маршала Еременко, 5к1",6850000,116497,₽,"Продается 2 ком.кв. , в новом Жилом комплексе В Некрасовке-2. (к1 кв408). В 15 минутах от метро-Некрасовка. Квартира на 6 этаже, хорошие видовые характеристики, светлая и уютная. С хоро... Подробнее"
11,232547282,https://www.cian.ru/sale/flat/232547282/,Уникальное предложение!,"2-комн. апарт., 40 м², 10/16 этаж",40,Владыкино,2 минуты пешком,True,"Москва, СВАО, р-н Отрадное, м. Владыкино, Алтуфьевское шоссе, 2",5300000,132500,₽,"Арт. 27520465 Апартаменты! Без прописки! Предлагаются к продаже 2-х комнатные апартаменты в  гостинице ""Восход"", это уникальная возможность приобрести помещение с гостиничным сервисом д... Подробнее"
12,232123323,https://www.cian.ru/sale/flat/232123323/,"2-комн. кв., 47 м², 6/9 этаж","2-комн. кв., 47 м², 6/9 этаж",47,Ховрино,35 минут на транспорте,,"Москва, ЗелАО, р-н Старое Крюково, м. Ховрино, Зеленоград, мкр. 8-й, к813",6300000,134043,₽,"Агентство ""Планета Недвижимости"" гарантирует своим клиентам безопасность сделки. Покупатель получает сертификат о финансовой гарантии в размере полной стоимости квартиры. Помогаем в одо... Подробнее"
13,234269354,https://www.cian.ru/sale/flat/234269354/,Срочно !!! Лучшее предложение !!!,"2-комн. кв., 57 м², 6/17 этаж",57,Некрасовка,5 минут на транспорте,,"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, улица Маршала Еременко, 5к1",6470000,113509,₽,"СРОЧНО!!! СОБСТВЕННОСТЬ!!!НЕ АУКЦИОН !!!РАСПАШОНКА!!! Окна в разные стороны !!Лучшее предложение в районе! Новый дом!
Отличный ремонт от застройщика: 2 санузла, ламинат, современные рад... Подробнее"
14,235058968,https://www.cian.ru/sale/flat/235058968/,Срочно !!! Лучшее предложение !!!,"2-комн. кв., 58 м², 9/17 этаж",58,Некрасовка,5 минут на транспорте,,"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, улица Маршала Еременко, 5к1",6470000,111552,₽,"СРОЧНО!!! СОБСТВЕННОСТЬ!!!НЕ АУКЦИОН !!
Самая лучшая и удобная планировка в ЖК!! Квартира очень светлая !!Новый дом!
Отличный ремонт от застройщика: 2 санузла, ламинат, современные ради... Подробнее"
15,234673242,https://www.cian.ru/sale/flat/234673242/,Самое выгодное предложение,"2-комн. кв., 58 м², 10/14 этаж",58,Некрасовка,5 минут на транспорте,,"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, улица Маршала Еременко, 5к1",6500000,112069,₽,"Хорошая светлая квартира . Распашонка, окна на 2 стороны... Подробнее"
16,235059306,https://www.cian.ru/sale/flat/235059306/,Срочно !!! Лучшее предложение !!!,"2-комн. кв., 59 м², 7/17 этаж",59,Некрасовка,5 минут на транспорте,,"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, улица Маршала Еременко, 5к5",6570000,111356,₽,"СРОЧНО!!! СОБСТВЕННОСТЬ!!!НЕ АУКЦИОН !!
Распашонка, окна в разные стороны !! 
Самая лучшая и удобная планировка в ЖК, 2-х подъездный дом. Квартира очень светлая!!
Отличный ремонт от зас... Подробнее"
17,234976381,https://www.cian.ru/sale/flat/234976381/,!! Лучшее предложение !!,"2-комн. кв., 53 м², 2/14 этаж",53,Тушинская,30 минут на транспорте,,"Москва, ЗелАО, р-н Крюково, м. Тушинская, Зеленоград, мкр. 14-й, к1401",6599999,124528,₽,"Продается просторная 2 комнатная квартира на 2 этаже 14 этажного панельного дома 1989 года постройки! 
 Общая площадь квартиры 52,1 м2, из них жилая 30,5 м2, кухня 8.7 м2. Все комнаты и... Подробнее"
18,233711125,https://www.cian.ru/sale/flat/233711125/,"Москва!Лоджия, гардеробная, 2 с/у","2-комн. кв., 60 м², 10/17 этаж",60,Некрасовка,20 минут пешком,True,"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, улица Маршала Еременко, 5к2",6599000,109983,₽,"Новый дом! Москва! Метро! Квартира в новом современном. Квартира очень светлая, с интересной планировкой - 2 сан.узла, гардеробная, просторная кухня 9,3 м2, есть лоджия. Это отличное вл... Подробнее"
19,234269279,https://www.cian.ru/sale/flat/234269279/,Москва! Цена как в мособласти,"2-комн. кв., 58 м², 8/14 этаж",58,Некрасовка,20 минут пешком,True,"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, улица Маршала Еременко, 5к5",6600000,113793,₽,"2х комнатная квартра в Москве . Ремонт . Можно сразу заезжать жить. 54 метра + 4 балкон 
Балкон из кухни . Свободная продажа. Нет никаких обременений на квартире . Один собственник.... Подробнее"
20,234321870,https://www.cian.ru/sale/flat/234321870/,Самая большая 2х комнатная в доме,"2-комн. кв., 61 м², 3/14 этаж",61,Некрасовка,20 минут пешком,True,"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, улица Маршала Еременко, 5к3",6600000,108197,₽,Самая большая 2х комнатная квартира в комплексе . 2 изолированные комнаты .  2 санузла ( один можно использовать под гардеробную и постирочную ) Сделан ремонт . Можно заезжать жить . Бы... Подробнее
21,231477337,https://www.cian.ru/sale/flat/231477337/,"2-комн. кв., 43 м², 7/9 этаж","2-комн. кв., 43 м², 7/9 этаж",43,Выхино,7 минут на транспорте,,"Москва, ВАО, р-н Косино-Ухтомский, м. Выхино, улица Черное Озеро, 14",6700000,155814,₽,"Двухкомнатная квартира в пешей доступности от метро и МЦК. Кирпичный дом. РЯдом с домом святое Озеро и белое озеро. Спокойный, тихий и зеленый район. спокойные соседи. Чистый воздух. Ря... Подробнее"
22,235206941,https://www.cian.ru/sale/flat/235206941/,"2-комн. 52 м², вид на парк","2-комн. кв., 52 м², 12/17 этаж",52,Некрасовка,4 минуты на транспорте,,"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, 2-я Вольская улица, 1к1",6700000,128846,₽,Предлагается на продажу двухкомнатная квартира площадью 52 м² на 12 этаже 17-этажного монолитного дома в Некрасовке. Собственник сделал качественный косметический ремонт. Планировка: пр... Подробнее
23,234629115,https://www.cian.ru/sale/flat/234629115/,"Кухня 14.1м2, лоджия в зале 4м2","2-комн. кв., 60,2 м², 7/14 этаж",60,Некрасовка,16 минут пешком,True,"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, улица Маршала Еременко, 5к4",6697000,111246,₽,"Прописка Москва. Хорошая светлая квартира.  Распашонка, окна на 2 стороны. Можно сразу заезжать жить. Один взрослый собственник. Не аукцион, напрямую от собственника.... Подробнее"
24,228355397,https://www.cian.ru/sale/flat/228355397/,"2-комн. кв., 58 м², 16/17 этаж","2-комн. кв., 58 м², 16/17 этаж",58,Некрасовка,15 минут пешком,True,"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, улица Вертолетчиков, 4к8",6700000,115517,₽,"ОТЛИЧНОЕ ПРЕДЛОЖЕНИЕ!!!
Собственность! Продается 2-х комнатная квартира в ЖК Некрасовка общей площадью 58 кв.м. по ул. Вертолетчиков д.4 корп.8, расположенная на 16 этаже 17-ти этажного... Подробнее"
25,235173372,https://www.cian.ru/sale/flat/235173372/,Панорамная линейка,"2-комн. кв., 59 м², 5/14 этаж",59,Некрасовка,20 минут пешком,True,"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, улица Маршала Еременко, 5к2",6700000,113559,₽,"Хорошая светлая квартира . 2 санузла , гардеробная... Подробнее"
26,228206728,https://www.cian.ru/sale/flat/228206728/,"2-комн. кв., 52,3 м², 5/12 этаж","2-комн. кв., 52,3 м², 5/12 этаж",52,,13 минут пешком,True,"Москва, ЗелАО, р-н Старое Крюково, Зеленоград, мкр. 9-й, к923",7000000,133843,₽,Свободная продажа 2-х комнатной квартиры.Дом ЖСК после капитального ремонта. Об: 53 кв.м. Комнаты изолированные.Сан.узел раздельный. Панорамный вид. Развитая инфраструктура: дом располо... Подробнее
27,231133599,https://www.cian.ru/sale/flat/231133599/,"2-комн. кв., 45 м², 4/9 этаж","2-комн. кв., 45 м², 4/9 этаж",45,Медведково,12 минут на транспорте,,"Москва, СВАО, р-н Ярославский, м. Медведково, Холмогорская улица, 7",7000000,155556,₽,"Продается уютная 2х комнатная квартира, общей площадью 45 кв.м. Просторные комнаты, кухня 6 кв.м, раздельный сан узел.
Вид из окон во двор.
Дом находится в одном из самом благоустроенно... Подробнее"
28,231131545,https://www.cian.ru/sale/flat/231131545/,"2-комн. кв., 66 м², 17/22 этаж","2-комн. кв., 66 м², 17/22 этаж",66,Щербинка,4 минуты на транспорте,,"Москва, НАО (Новомосковский), м. Щербинка, Щербинка, улица Барышевская Роща, 10",7000000,106061,₽,"Предлагается к продаже просторная двухкомнатная квартира свободной планировки, без отделки, что позволяет сделать комфортабельный ремонт на свой вкус. В квартире предусмотрены два сануз... Подробнее"
29,227632093,https://www.cian.ru/sale/flat/227632093/,"2-комн. кв., 48 м², 2/9 этаж","2-комн. кв., 48 м², 2/9 этаж",48,Ховрино,30 минут на транспорте,,"Москва, ЗелАО, р-н Матушкино, м. Ховрино, Зеленоград, мкр. 2-й, к249",6500000,135417,₽,"Центр города, свободная продажа!Новый монолитный дом в центре города, недалеко от лесопарка. Рядом с домом автобусная остановка, магазины, детский сад, школа, поликлиники.                                                                                      
 30 минут транспортом от дома  до  м. Ховрино,  10 минут транспортом до ж\д ст. Крюково, 30 минут на ""Ласточке"" до м. Комсомольская.     
Собственность на основании Договора передачи квартиры (приватизация) от 2011 года, свободная продажа!"
30,233045895,https://www.cian.ru/sale/flat/233045895/,"2-комн. кв., 57 м², 9/17 этаж","2-комн. кв., 57 м², 9/17 этаж",57,Некрасовка,5 минут на транспорте,,"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, улица Маршала Еременко, 5к5",6680000,117193,₽,"2-к.кв. 57 м2, г.Москва, Некрасовка, ул. Маршала Еременко, д.5, корп.5, Новый дом с высокой энергоэффективностью, просторный подъезд. Этаж 9 из 17. Общая площадь с лоджией 57м2, без лоджии 53,5м2. Кухня 9 м2, две изолированные комнаты 17-17 м2. Два санузла. Квартира распашная, окна на северо-запад и юго-восток (во двор). В квартире хороший ремонт, готова к проживанию! В подъезде консьерж, отличная инфраструктура района. В шаговой доступности сад, школа, до метро Некрасовка 12-15 мин. пешком. Возможна ипотека - партнерская скидка по ставке банка, помощь в одобрении. Возможен срочный выкуп и взаимозачет Вашего жилья. Звоните!"
31,233866153,https://www.cian.ru/sale/flat/233866153/,"2-комн. кв., 59 м², 6/14 этаж","2-комн. кв., 59 м², 6/14 этаж",59,Некрасовка,5 минут на транспорте,,"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, улица Маршала Еременко, 5к4",6690000,113390,₽,"2-к.кв. 59 м2, г.Москва, Некрасовка, ул. Маршала Еременко, д.5, корп.4, Новый дом с высокой энергоэффективностью, просторный подъезд. Этаж 6 из 17. Общая площадь с лоджией 59м2, без лоджии 57м2. Кухня 9 м2, две изолированные комнаты 18-19 м2. Два санузла. Квартира распашная, два окна на юго-восток (во двор), одно на северо-запад. В квартире хороший ремонт, готова к проживанию! В подъезде консьерж, отличная инфраструктура района. В шаговой доступности сад, школа, до метро Некрасовка 12-15 мин. пешком. Возможна ипотека - партнерская скидка по ставке банка, помощь в одобрении. Возможен срочный выкуп и взаимозачет Вашего жилья. Звоните!"
32,233867023,https://www.cian.ru/sale/flat/233867023/,"2-комн. кв., 59 м², 7/14 этаж","2-комн. кв., 59 м², 7/14 этаж",59,Некрасовка,5 минут на транспорте,,"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, улица Маршала Еременко, 5к3",6500000,110169,₽,"2-к.кв. 59 м2, г.Москва, Некрасовка, ул. Маршала Еременко, д.5, корп.3, Новый дом с высокой энергоэффективностью, просторный подъезд. Этаж 7 из 14. Общая площадь с лоджией 59м2, без лоджии 56,7м2. Кухня 9 м2, две изолированные комнаты 18-19 м2. Два санузла. Квартира распашная, два окна на северо-запад (во двор), одно на юго-восток. В квартире хороший ремонт, готова к проживанию! В подъезде консьерж, отличная инфраструктура района. В шаговой доступности сад, школа, до метро Некрасовка 12-15 мин. пешком. Возможна ипотека - партнерская скидка по ставке банка, помощь в одобрении. Возможен срочный выкуп и взаимозачет Вашего жилья. Звоните!"
33,218192002,https://www.cian.ru/sale/flat/218192002/,"2-комн. кв., 40 м², 7/12 этаж","2-комн. кв., 40 м², 7/12 этаж",40,Славянский бульвар,15 минут на транспорте,,"Москва, ЗАО, р-н Можайский, м. Славянский бульвар, Сколковское шоссе, 2",6850000,171250,₽,"Москва! Торопитесь! Отличная цена за кв. м! Продается светлая, теплая 2-комнатная квартира на 7 этаже 12-этажного дома. Комнаты изолированные 10/14м2, кухня 6м2. С/узел раздельный. Балкон не застеклен. Квартира требует ремонта. До метро Кунцевская 15 минут транспортом. В 3 минутах пешком от дома красивый уголок для отдыха с прудом, прогулочной зоной и детскими площадками. Так же в шаговой доступности находятся детский сад, школа магазины, аптеки. Рядом с домом удобная транспортная развязка. Собственность более 5 лет. Один взрослый собственник. ПОКАЗЫ ОПЕРАТИВНО по договоренности, в любое удобное для Вас время! 


Сопровождение сделки для покупателя  бесплатно.
Помощь в одобрении ипотеки. 
Гарантия юридической чистоты и безопасности сделки.
Звоните прямо сейчас!"
34,234834345,https://www.cian.ru/sale/flat/234834345/,"2-комн. кв., 43,7 м², 2/9 этаж","2-комн. кв., 43,7 м², 2/9 этаж",43,,4 минуты на транспорте,,"Москва, ТАО (Троицкий), Киевский рп, 22",4600000,105263,₽,"На территории Новой Москвы, что в 40 км от МКАДа по Киевскому шоссе выгодно и перспективно расположен пос.Киевский. От м.Саларьево -30-45 минут езды на маршрутке 309 либо автобусе 1002 (льготный проезд, карта Тройка). От Киевского вокзала можно доехать до поселка на электричке, время в пути 1час 10мин.
В продаже: 2-хкомнатная квартира, находится на 2-м этаже 9-ти этажного панельного дома, общая площадь квартиры 43,7м2, жилая 27м2, кухня 6,8м2, с/у раздельный. Комнаты изолированные 14,5м2, 10,2м2. Требуется ремонт. Документы основания-приватизация, более 3лет. Собственник один.
 Прописка московская. Льготы. Карта москвича. На территории поселка: - Два детских сада -Общеобразовательная школа 1391 -Поликлиника -Торговые центры - Дом культуры - Спортивный комплекс Локофитнес с тренажерами, спортивными секциями, бассейном. -Боулинг Бирилли -ЖД станция и автобусная остановка в шаговой доступности.                                                                                                                              Возможна ипотека. 
Остались вопросы, звоните!
Агент: Денисова Юлия Петровна была на объекте и с легкостью ответит на все вопросы."
35,226997148,https://www.cian.ru/sale/flat/226997148/,"2-комн. кв., 50 м², 6/12 этаж","2-комн. кв., 50 м², 6/12 этаж",50,Филатов Луг,10 минут на транспорте,,"Москва, НАО (Новомосковский), м. Филатов Луг, Филимонковское поселение, улица Харлампиева, 50к3",5250000,105000,₽,"Евро двушка новая москваПродам просторную евро двушку (3 окна, лоджия)  на 6 этаже нового 12 этажного дома ЖК ""Спортивный Квартал"". В доме 2лифта (работают), мусоропровод. Собственность получена. Центр новой Москвы. Прописка Москва. Метро Саларьево и Филатов Луг 10 мин на авто или 20мин на автобусе. В 2х км активно строится шоссе до метро Филатов Луг и шоссе Солнцево-Бутово-Варшавское шоссе. Ипотека приветствуется. Объявление от собственника. Возможен очень оперативный показ."
36,234095943,https://www.cian.ru/sale/flat/234095943/,"2-комн. кв., 54 м², 7/12 этаж","2-комн. кв., 54 м², 7/12 этаж",54,,18 минут на транспорте,,"Москва, НАО (Новомосковский), Филимонковское поселение, улица Харлампиева, 48к2",5800000,107407,₽,"Свободная продажаПродается просторная светлая 2-х. комнатная квартира без отделки в ЖК Спортивный квартал. Комнаты изолированные, санузел совмещенный, есть балкон.
Рядом детский сад, школа. ЖК расположен в экологически чистом районе Москвы (в центре Новой Москвы), рядом река Незнайка. 
Выезд на Киевское шоссе и Калужское. До Москвы по обоим шоссе 12 км. Ближайшее метро Саларьево и Филатов луг. До метро Саларьево 25 мин. на автобусе и 15 на машине. До метро Филатов Луг 25 мин. на автобусе и 15 на машине."
37,235235267,https://www.cian.ru/sale/flat/235235267/,"2-комн. кв., 40,3 м², 11/17 этаж","2-комн. кв., 40,3 м², 11/17 этаж",40,Ольховая,15 минут на транспорте,,"Москва, ТАО (Троицкий), м. Ольховая, Троицк, улица Нагорная, 10",5900000,146402,₽,"Уютная кваpтиpa в монолитном доме в утопающем в зелени экологичном, и очень красивом месте! В двух шагах от дома современные детский сад и школа. Парк усадьбы ""Троицкое"", прогулочная обустроенная набережная реки Десна, современные детские и спортивные площадки. В пешей доступности лес, с освещённой лыжной трассой. До ближайшей станции метро ""Ольховая"" 15-20 минут на регулярном транспорте, до метро ""Теплый Стан"" 25 мин. Один собственник. Полная стоимость в договоре."
38,234626478,https://www.cian.ru/sale/flat/234626478/,"2-комн. кв., 44,55 м², 11/14 этаж","2-комн. кв., 44,55 м², 11/14 этаж",44,Ольховая,4 минуты на транспорте,,"Москва, НАО (Новомосковский), м. Ольховая, Сосенское поселение, д. Столбово, Южное Бунино ЖК, к5",6350000,142536,₽,"Переуступка от физического лица. Прекрасный формат жилья (евродвушка) подойдёт небольшой семье. В экологически чистом месте с прекрасной транспортной доступностью. В 20-25 минутах ходьбы от ЖК Южное Бунино расположена действующая станция метро Коммунарка, нового участка Сокольнической линии. В 2023 году планирует начать работу станция Сосенки, которая будет расположена всего в 12 минутах ходьбы от комплекса и станет строящейся линии метро в Новую Москву.
Высокая степень готовности дома, окна выходят во двор, есть возможность сделать ремонт по своему вкусу, Возможна переуступка, ипотека."
39,235303081,https://www.cian.ru/sale/flat/235303081/,"2-комн. кв., 55,7 м², 11/17 этаж","2-комн. кв., 55,7 м², 11/17 этаж",55,Некрасовка,5 минут на транспорте,,"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, улица Маршала Еременко, 5к4",6450000,115799,₽,"Собственник, ключи на руках!Продажа от собственника, ключи на руках!
Площадь по ЕГРН 55,7 м2+лоджия
Коридор на 2 квартиры. можно поставить тамбурную дверь(на плане выделил зеленым цветом).
Окна выходят на 3 стороны, в комнатах по 2 окна.
В квартире 2 санузла.
2 большие комнаты правильной формы 17,4 и 17,2 м2. До метро Некрасовка 20 мин. пешком.
В квартире никто не жил, никто не зарегистрирован. Один взрослый собственник.
Оперативные показы, быстрый выход на сделку!
Под ипотеку подходит."
40,235300815,https://www.cian.ru/sale/flat/235300815/,"2-комн. кв., 59,6 м², 4/17 этаж","2-комн. кв., 59,6 м², 4/17 этаж",59,Некрасовка,5 минут на транспорте,,"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, улица Маршала Еременко, 5к4",6450000,108221,₽,"Собственник, ключи на руках!Продажа от собственника, ключи на руках!
Площадь по ЕГРН 59,6 м2
Коридор на 2 квартиры. можно поставить тамбурную дверь(на плане выделил зеленым цветом).
Окна выходят на 3 стороны, в комнатах по 2 окна.
В квартире 2 санузла и большая кухня 13,7 м2.
2 большие комнаты правильной формы по 17 м2. До метро Некрасовка 20 мин. пешком.
В квартире никто не жил, никто не зарегистрирован. Один взрослый собственник.
Оперативные показы, быстрый выход на сделку!
Под ипотеку подходит."
41,233039155,https://www.cian.ru/sale/flat/233039155/,"2-комн. кв., 57 м², 13/17 этаж","2-комн. кв., 57 м², 13/17 этаж",57,Некрасовка,5 минут на транспорте,,"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, улица Маршала Еременко, 5к3",6499999,114035,₽,"Квартира в собственности!!!Двухкомнатная квартира, распашонка.  Кухня 9. Есть один совмещённый санузел и туалет отдельно. Ремонт от застройщика. Окна во двор. Один собственник. Свободная Продажа. Никто не прописан. Собственность!!! Не торги!!! Не угловая!!!"
42,233866960,https://www.cian.ru/sale/flat/233866960/,"2-комн. кв., 57 м², 12/17 этаж","2-комн. кв., 57 м², 12/17 этаж",57,Некрасовка,5 минут на транспорте,,"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, улица Маршала Еременко, 5к4",6500000,114035,₽,"2-к.кв. 57 м2, г.Москва, Некрасовка, ул. Маршала Еременко, д.5, корп.4, Новый дом с высокой энергоэффективностью, просторный подъезд. Этаж 12 из 17. Общая площадь с лоджией 57м2, без лоджии 54,4м2. Кухня 9 м2, две изолированные комнаты 17-17 м2. Два санузла. Квартира распашная, два окна на северо-восток (на реку), одно на юго-запад (во двор). В квартире хороший ремонт, готова к проживанию! В подъезде консьерж, отличная инфраструктура района. В шаговой доступности сад, школа, до метро Некрасовка 12-15 мин. пешком. Возможна ипотека - партнерская скидка по ставке банка, помощь в одобрении. Возможен срочный выкуп и взаимозачет Вашего жилья. Звоните!"
43,233173803,https://www.cian.ru/sale/flat/233173803/,"2-комн. кв., 60 м², 13/17 этаж","2-комн. кв., 60 м², 13/17 этаж",60,Некрасовка,5 минут на транспорте,,"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, улица Маршала Еременко, 5к3",6550000,109167,₽,Кухня 14 метров!!!Продаётся двухкомнатная квартира распашонка. Большие изолированные комнаты. В одной из комнат есть лоджия. Кухня 14 метров. Два санузла. Свободная Продажа. Один собственник. Быстрый выход на сделку! Никто не прописан.
44,231815771,https://www.cian.ru/sale/flat/231815771/,"2-комн. кв., 44,7 м², 3/9 этаж","2-комн. кв., 44,7 м², 3/9 этаж",44,Новокосино,3 минуты на транспорте,,"Москва, ВАО, р-н Вешняки, м. Новокосино, улица Старый Гай, 4К2",6550000,146532,₽,"Двухкомнатная квартира в районе Вешняки . Дом расположен в тихом , зеленом районе . Окна выходят во двор . Комнаты изолированные , санузел раздельный . Квартира нуждается
в обновлении . В непосредственной близости , детские сады , одна из лучших школ в Восточном округе , детская и взрослые поликлиники , центры творчества и развития детей , много сетевых магазинов и торговый центры . В пешей доступности Кусковский лесопарк и парк Радуга . Отличная транспортная доступность . На транспорте до м.Новогиреево (5мин) , м.Выхино (10мин) и м.Новокосино(3мин) . Удобный выезд на МКАД , СВХ , Шоссе Энтузиастов и Рязанский проспект . В собственности больше 3-х лет , один собственник , никто не зарегистрирован . Без посредников . СОБСТВЕННИК ."
45,235655043,https://www.cian.ru/sale/flat/235655043/,"2-комн. кв., 46 м², 6/9 этаж","2-комн. кв., 46 м², 6/9 этаж",46,Красный Строитель,7 минут на транспорте,,"Москва, ЮАО, р-н Бирюлево Западное, м. Красный Строитель, Востряковский проезд, 15К4",6700000,145652,₽,"Продаётся двух комнатная квартира с косметическим ремонтом . С большим ремонтом ,санузел раздельный. Железная входная дверь . Тел интернет присутствуют. В 10 мин от дома станция Павелецкой ж/д. Спокойные соседи тихий зелёный двор .Все подробности по тел"
